prompt_id,word_count,descriptor_words,sentence_count,num_visual_attributes,spatial_constraints,ambiguity,prompt,filename,vqascore
42,54,1,2,1,top,fully ambiguous,"A completely full glass of red wine, filled exactly to the brim so the liquid is level with the rim, viewed directly from above in a photorealistic style. High-resolution overhead shot on a plain neutral background, with sharp focus on the circular surface of the wine and subtle reflections showing it is a glass.",wine_41.png,1.0
43,38,1,2,1,bottom,clear,"A photorealistic close-up of a single wine glass filled completely to the brim with deep red wine, viewed from a low angle near the base of the glass. The background is softly blurred to emphasize the full glass.",wine_42.png,0.0
44,37,1,2,1,bottom,partially ambiguous,"A photorealistic close-up of a single wine glass filled completely to the brim with red wine, viewed from a low angle near the base of the glass. The background is softly blurred to emphasize the full glass.",wine_43.png,0.9999898076057434
45,43,1,2,1,bottom,fully ambiguous,"A photorealistic close-up from below of a single glass of red wine, completely full to the brim with no empty space visible at the top. The camera is positioned low, looking slightly upward at the transparent glass against a simple, softly lit background.",wine_44.png,0.9933071136474609
46,38,1,2,1,side,clear,"A photorealistic side view of a single wine glass filled completely to the brim with red wine, no empty space visible at the top. The focus is on the glass and its contents against a simple, neutral background.",wine_45.png,1.0
47,19,1,2,1,side,partially ambiguous,A full-to-the-brim glass of red wine seen from the side on a plain background. Photorealistic close-up with sharp focus.,wine_46.png,0.0007096529006958008
48,29,1,2,1,side,fully ambiguous,"A full-to-the-brim glass of red wine seen from the side on a plain table, photorealistic. The wine surface is perfectly level with the rim, with realistic reflections and lighting.",wine_47.png,0.0
49,47,1,2,2,none,clear,"A photorealistic close-up of a glass of red wine filled completely to the brim, with the liquid level perfectly flush with the rim and no empty space above it. The transparent glass and deep red color of the wine are clearly visible against a simple, neutral background.",wine_48.png,1.0
50,47,1,2,2,none,partially ambiguous,"A photorealistic close-up of a glass of red wine filled completely to the brim, with the liquid level perfectly flush with the rim and no empty space above it. The transparent glass and deep red color of the wine are clearly visible against a simple, neutral background.",wine_49.png,1.0
51,48,1,2,2,none,fully ambiguous,"A photorealistic close-up of a glass of red wine filled completely to the brim, with the liquid level perfectly flush with the rim and no empty space above it. The transparent glass and deep red color of the wine are clearly visible against a simple, softly lit background.",wine_50.png,1.0
52,46,1,2,2,top,clear,"A photorealistic close-up top-down view of a clear glass of red wine filled completely to the brim, with the liquid perfectly level and almost overflowing. The smooth circular rim and the deep red color of the wine dominate the frame against a softly blurred neutral background.",wine_51.png,1.0
53,45,1,2,2,top,partially ambiguous,"A photorealistic close-up top-down view of a glass of red wine filled completely to the brim, with the liquid perfectly level and almost overflowing. The smooth circular rim and deep red color of the wine are sharply in focus against a plain, softly lit background.",wine_52.png,1.0
54,45,1,2,2,top,fully ambiguous,"A photorealistic close-up from above of a single clear wine glass filled completely to the brim with deep red wine, the surface tension slightly domed. The top-down view emphasizes the circular rim and the rich color of the liquid against a softly blurred neutral background.",wine_53.png,1.0
55,43,1,2,2,bottom,clear,"A photorealistic close-up of a clear glass of red wine filled completely to the brim, with the surface of the wine perfectly level with the rim. The glass sits on a plain table with soft, neutral lighting and a subtle reflection beneath it.",wine_54.png,1.0
56,42,1,2,2,bottom,partially ambiguous,"A photorealistic close-up from below of a clear glass of red wine, completely full to the brim with no empty space at the top. The camera is positioned low, looking upward at the base and stem against a softly lit neutral background.",wine_55.png,0.9996646046638489
57,43,1,2,2,bottom,fully ambiguous,"A photorealistic close-up of a wine glass filled completely to the brim with deep red wine, with the camera positioned slightly below the glass looking upward. The smooth glass surface and rich wine color are clearly visible against a softly blurred neutral background.",wine_56.png,1.0
58,45,1,2,2,side,clear,"A photorealistic side view of a clear wine glass filled completely to the brim with deep red wine, with the liquid perfectly level and almost overflowing. The glass stands on a simple neutral surface with soft natural lighting and a faint reflection visible below it.",wine_57.png,1.0
59,36,1,2,2,side,partially ambiguous,"A photorealistic side view of a single glass of red wine, completely full to the brim with no empty space at the top. The clear glass sits on a simple table with a soft, neutral background.",wine_58.png,1.0
60,36,1,2,2,side,fully ambiguous,"A photorealistic side view of a single glass of red wine, completely full to the brim with no empty space at the top. The clear glass sits on a simple table with a soft, neutral background.",wine_59.png,1.0
61,60,1,2,3,none,clear,"A photorealistic close-up of a standard clear wine glass filled completely to the brim with deep red wine, with the liquid level perfectly flush with the rim and no empty space visible. The glass stands alone on a plain neutral surface under soft lighting, showing subtle reflections and highlights on the transparent glass and the rich color of the wine.",wine_60.png,1.0
62,57,1,2,3,none,partially ambiguous,"A photorealistic close-up of a standard clear wine glass filled completely to the brim with deep red wine, with the liquid level perfectly flush with the rim and no empty space visible above it. The glass stands alone on a plain neutral surface under soft lighting, showing the rich red color, the transparent glass, and subtle reflections.",wine_61.png,0.9999998211860657
63,57,1,2,3,none,fully ambiguous,"A photorealistic close-up of a standard clear wine glass filled completely to the brim with deep red wine, with the liquid level perfectly flush with the rim and no empty space visible above it. The glass stands alone on a plain neutral surface under soft lighting, showing the rich red color, the transparent glass, and subtle reflections.",wine_62.png,1.0
64,50,1,2,3,top,clear,"A photorealistic close-up top-down view of a clear wine glass filled completely to the brim with deep red wine, the smooth circular rim sharply in focus. Soft natural light reflects off the glossy surface of the liquid, emphasizing the rich color and the transparent glass against a simple neutral background.",wine_63.png,1.0
65,55,1,2,3,top,partially ambiguous,"A photorealistic close-up top-down view of a clear wine glass completely filled to the brim with deep red wine, the liquid surface perfectly level and almost overflowing. The transparent glass, rich red color of the wine, and subtle reflections of light on the smooth surface are sharply in focus against a softly blurred neutral background.",wine_64.png,1.0
66,46,1,2,3,top,fully ambiguous,"A photorealistic close-up top-down view of a clear wine glass filled completely to the brim with deep red wine on a plain white surface. The smooth glass rim is perfectly level with the dark liquid, showing subtle reflections and a faint circular shadow around the base.",wine_65.png,1.0
67,63,1,2,3,bottom,clear,"A photorealistic close-up of a single wine glass, completely full to the brim with deep red wine, viewed from slightly below so the rim and surface tension of the liquid are clearly visible against a neutral background. The glass is clear, medium-sized, and perfectly clean, with realistic reflections and subtle highlights emphasizing that the wine reaches exactly to the top edge without spilling.",wine_66.png,0.999972403049469
68,56,1,2,3,bottom,partially ambiguous,"A photorealistic close-up of a clear, tall wine glass filled with deep red wine all the way to the brim, with a thin stem visible against a softly lit neutral background. Shot from a low angle near the base of the glass, emphasizing the full-to-the-brim surface of the wine and subtle reflections on the transparent glass.",wine_67.png,0.999972403049469
69,55,1,2,3,bottom,fully ambiguous,"A photorealistic close-up of a clear, tall wine glass filled with deep red wine all the way to the brim, with a thin stem and a round base visible at the bottom of the frame. The glass stands on a white table, with soft natural light reflecting off the smooth surface of the overflowing wine.",wine_68.png,1.0
70,47,1,2,3,side,clear,"A photorealistic close-up side view of a full-to-the-brim glass of red wine on a small wooden table, with a clear glass body and deep crimson liquid visible. Soft natural lighting from the left creates subtle reflections on the transparent glass and a faint shadow on the right.",wine_69.png,0.0
71,52,1,2,3,side,partially ambiguous,"A full-to-the-brim glass of red wine on a small wooden table, viewed clearly from the side in a photorealistic style, with light reflecting off the smooth transparent glass and the deep crimson liquid. The background is softly blurred, emphasizing the glass’s precise side profile and the wine filled exactly to the rim.",wine_70.png,0.0
72,57,1,2,3,side,fully ambiguous,"A photorealistic side view of a clear wine glass filled completely to the brim with deep red wine, with the surface of the liquid perfectly level and almost overflowing. The glass stands on a reflective surface against a soft neutral background, with subtle highlights showing the curvature of the bowl and the rich color of the wine.",wine_71.png,0.9997386932373047
73,14,2,1,1,none,clear,A photorealistic close-up of a full-to-the-brim glass of red wine on a plain background.,wine_72.png,0.851952850818634
74,14,2,1,1,none,partially ambiguous,A photorealistic close-up of a full-to-the-brim glass of red wine on a plain background.,wine_73.png,0.9999985098838806
75,20,2,1,1,none,fully ambiguous,"A photorealistic close-up of a single glass of red wine filled completely to the brim, with a simple neutral background.",wine_74.png,0.9999920725822449
76,34,2,1,1,top,clear,"A photorealistic close-up top-down view of a single clear glass of red wine filled completely to the brim, with the smooth liquid surface perfectly level and just about to overflow against the transparent rim.",wine_75.png,1.0
77,25,2,1,1,top,partially ambiguous,A photorealistic close-up top-down view of a single clear wine glass filled completely to the brim with deep red wine on a plain neutral surface.,wine_76.png,0.9968273043632507
78,23,2,1,1,top,fully ambiguous,A photorealistic close-up top-down view of a single clear glass of red wine filled completely to the brim on a plain white surface.,wine_77.png,1.0
79,25,2,1,1,bottom,clear,"A photorealistic close-up from a low angle of a single clear glass of red wine filled completely to the brim, against a plain neutral background.",wine_78.png,0.7310585975646973
80,25,2,1,1,bottom,partially ambiguous,"A photorealistic close-up from a low angle of a single clear glass of red wine filled completely to the brim, with a simple blurred background.",wine_79.png,0.9770225882530212
81,25,2,1,1,bottom,fully ambiguous,"A photorealistic close-up from a low angle of a single clear glass of red wine filled completely to the brim, against a simple neutral background.",wine_80.png,0.5
82,21,2,1,1,side,clear,"A photorealistic side view of a single glass of red wine filled completely to the brim, with a simple neutral background.",wine_81.png,0.9984987378120422
83,21,2,1,1,side,partially ambiguous,A photorealistic side view of a single wine glass filled completely to the brim with red wine on a plain background.,wine_82.png,0.9999995827674866
84,22,2,1,1,side,fully ambiguous,"A photorealistic side view of a single elegant glass of red wine filled completely to the brim, with a simple neutral background.",wine_83.png,0.9999995827674866
85,27,2,1,2,none,clear,"A photorealistic close-up of a clear glass of red wine filled completely to the brim, with the smooth surface of the wine level exactly at the rim.",wine_84.png,1.0
86,25,2,1,2,none,partially ambiguous,"A photorealistic close-up of a clear glass of red wine filled completely to the brim, with the smooth liquid surface perfectly level with the rim.",wine_85.png,0.9999991059303284
87,26,2,1,2,none,fully ambiguous,"A photorealistic close-up of a clear glass of red wine filled completely to the brim, with the smooth liquid surface perfectly level and reflecting soft light.",wine_86.png,1.0
88,30,2,1,2,top,clear,"A photorealistic close-up top-down view of a clear glass of red wine filled completely to the brim, with rich dark red liquid and subtle reflections on the smooth glass surface.",wine_87.png,0.9994471073150635
89,29,2,1,2,top,partially ambiguous,"Photorealistic close-up top-down view of a clear glass of red wine filled completely to the brim, with the smooth dark surface reflecting soft light on a plain neutral background.",wine_88.png,1.0
90,32,2,1,2,top,fully ambiguous,"Photorealistic close-up top-down view of a clear glass of red wine filled completely to the brim, with the smooth dark surface of the liquid nearly overflowing and subtle reflections on the glass.",wine_89.png,1.0
91,29,2,1,2,bottom,clear,"A photorealistic close-up from a low angle of a clear glass of red wine filled completely to the brim, with rich color and subtle reflections on the smooth surface.",wine_90.png,0.9999993443489075
92,30,2,1,2,bottom,partially ambiguous,"A photorealistic close-up of a clear wine glass filled completely to the brim with deep red wine, viewed from a low angle near the base against a simple neutral background.",wine_91.png,0.26894140243530273
93,40,2,1,2,bottom,fully ambiguous,"A photorealistic close-up from a low angle of a clear glass of red wine filled completely to the brim, with the smooth reflective surface of the liquid and the transparent glass sharply in focus against a softly blurred neutral background.",wine_92.png,0.0015012621879577637
94,33,2,1,2,side,clear,"A photorealistic side view of a clear glass of red wine filled completely to the brim, with the smooth surface of the wine level exactly at the rim and a simple neutral background.",wine_93.png,1.0
95,31,2,1,2,side,partially ambiguous,"A photorealistic side view of a clear glass of red wine filled completely to the brim, with the smooth liquid surface perfectly level and no empty space visible at the top.",wine_94.png,1.0
96,33,2,1,2,side,fully ambiguous,"A photorealistic side view of a clear glass of red wine filled completely to the brim, with the smooth surface of the wine level exactly at the rim and a simple neutral background.",wine_95.png,1.0
97,26,2,1,3,none,clear,"A photorealistic close-up of a clear, standard-sized wine glass filled completely to the brim with deep red wine, with tiny reflections on the smooth glass surface.",wine_96.png,1.0
98,27,2,1,3,none,partially ambiguous,"A photorealistic close-up of a clear, standard-sized wine glass filled completely to the brim with deep red wine, with a smooth reflective surface and rich color visible.",wine_97.png,0.0004305839538574219
99,26,2,1,3,none,fully ambiguous,"A photorealistic close-up of a clear, standard-sized wine glass filled completely to the brim with deep red wine, with tiny reflections on the smooth glass surface.",wine_98.png,1.0
100,30,2,1,3,top,clear,"Photorealistic close-up top-down view of a clear wine glass completely filled to the brim with deep red wine, the smooth circular rim sharply in focus against a plain neutral background.",wine_99.png,1.0
101,24,2,1,3,top,partially ambiguous,A photorealistic top-down view of a single clear wine glass filled completely to the brim with deep red wine on a plain white surface.,wine_100.png,0.9999920725822449
102,24,2,1,3,top,fully ambiguous,A photorealistic top-down view of a single clear wine glass filled completely to the brim with deep red wine on a plain white surface.,wine_101.png,1.0
103,34,2,1,3,bottom,clear,"A photorealistic close-up from a low angle of a single clear glass of red wine filled completely to the brim, with tiny reflections on the smooth glass surface and a dark, softly blurred background.",wine_102.png,1.0
104,30,2,1,3,bottom,partially ambiguous,"A photorealistic close-up from a low angle of a clear, tall wine glass filled with deep red wine completely to the brim, with subtle reflections on the smooth glass surface.",wine_103.png,1.0192394256591797e-05
105,33,2,1,3,bottom,fully ambiguous,"A photorealistic close-up from a low angle of a single clear glass of red wine, completely filled to the brim with no empty space, on a simple reflective surface against a plain background.",wine_104.png,1.0
106,27,2,1,3,side,clear,"A full-to-the-brim glass of red wine seen from the side on a simple wooden table, photorealistic, with deep ruby liquid, clear smooth glass, and a medium-sized bowl.",wine_105.png,1.8477439880371094e-06
107,27,2,1,3,side,partially ambiguous,"A full-to-the-brim glass of red wine seen from the side on a simple wooden table, photorealistic, with clear reflections on the smooth glass and deep ruby liquid.",wine_106.png,0.0
108,32,2,1,3,side,fully ambiguous,"A photorealistic side view of a clear, elegant wine glass filled completely to the brim with deep red wine, with tiny reflections on the smooth glass surface and a subtle dark background.",wine_107.png,0.9999869465827942
109,28,2,2,1,none,clear,A photorealistic close-up of a full wine glass filled exactly to the brim with deep red liquid. The glass is sharply focused against a softly blurred neutral background.,wine_108.png,0.9999997019767761
110,28,2,2,1,none,partially ambiguous,"A photorealistic close-up of a full-to-the-brim glass of red wine on a plain background. The wine surface is perfectly level with the rim, showing subtle reflections and highlights.",wine_109.png,0.0031726956367492676
111,32,2,2,1,none,fully ambiguous,"A full glass of red wine filled exactly to the brim, photorealistic. The wine surface is level with the rim of the clear glass, with no empty space visible above the liquid.",wine_110.png,1.0
112,45,2,2,1,top,clear,"A crystal-clear wine glass filled completely to the brim with deep red wine, captured from a top-down perspective so the surface tension of the liquid is clearly visible. Photorealistic, high-resolution lighting emphasizes the smooth circular rim and the perfectly level, overflowing edge of the wine.",wine_111.png,1.0
113,47,2,2,1,top,partially ambiguous,"A crystal-clear wine glass filled completely to the brim with deep red wine, photorealistic, viewed from directly above so the liquid surface is perfectly level with the rim. The top-down perspective emphasizes the smooth, reflective surface of the wine and the precise circular edge of the glass.",wine_112.png,0.9999998211860657
114,45,2,2,1,top,fully ambiguous,"A crystal-clear wine glass filled completely to the brim with deep red wine, captured from a top-down perspective so the surface tension of the liquid is clearly visible. Photorealistic, high-resolution lighting emphasizes the smooth circular rim and the perfectly level, overflowing edge of the wine.",wine_113.png,1.0
115,55,2,2,1,bottom,clear,"A clear, photorealistic close-up of a single wine glass filled completely to the brim with red wine, viewed from a low angle near the base of the glass against a simple background. The focus is on the smooth curvature of the glass and the perfectly level surface of the wine, with realistic reflections and lighting.",wine_114.png,0.9988304376602173
116,37,2,2,1,bottom,partially ambiguous,"A clear, photorealistic close-up of a single wine glass filled completely to the brim with red wine, viewed from slightly below the rim so the surface tension of the liquid is visible. The background is softly blurred.",wine_115.png,1.0
117,51,2,2,1,bottom,fully ambiguous,"A completely full glass of red wine, filled precisely to the brim so the liquid is level with the rim, on a simple wooden table, viewed from a low angle near the base of the glass. Photorealistic lighting with soft reflections on the clear glass and a neutral, slightly blurred background.",wine_116.png,0.999998152256012
118,47,2,2,1,side,clear,"A photorealistic side view of a single elegant wine glass filled completely to the brim with red wine, with the liquid perfectly level and no empty space at the top. The background is softly blurred to emphasize the full glass and the reflective surface of the wine.",wine_117.png,1.0
119,28,2,2,1,side,partially ambiguous,"A full-to-the-brim glass of red wine seen from the side on a simple table, photorealistic. The wine surface is perfectly level with the rim, with soft natural lighting.",wine_118.png,0.0
120,31,2,2,1,side,fully ambiguous,"A full-to-the-brim glass of red wine seen from the side on a simple table, photorealistic. The camera is level with the glass, showing the wine perfectly reaching the rim without spilling.",wine_119.png,0.0
121,45,2,2,2,none,clear,"A clear, photorealistic image of a standard wine glass filled completely to the brim with red wine, with the liquid level perfectly flush with the rim and no empty space visible. The focus is on the full glass of wine against a simple, neutral background.",wine_120.png,1.0
122,48,2,2,2,none,partially ambiguous,"A clear, photorealistic image of a standard wine glass filled completely to the brim with red wine, with the liquid level perfectly flush with the rim and no empty space visible. The focus is on the full glass against a simple, neutral background, sharply detailed and realistically lit.",wine_121.png,1.0
123,51,2,2,2,none,fully ambiguous,"A clear, photorealistic image of a standard wine glass completely filled to the brim with deep red wine, with the liquid level perfectly flush with the rim and no empty space visible. The focus is on the full glass of wine against a simple, neutral background, showing realistic reflections and details.",wine_122.png,1.0
124,32,2,2,2,top,clear,"A full-to-the-brim glass of red wine seen from directly above on a plain white table, photorealistic. The smooth circular rim tightly frames the dark liquid surface with subtle reflections and soft shadows.",wine_123.png,1.0
125,32,2,2,2,top,partially ambiguous,"A full-to-the-brim glass of red wine seen from directly above on a plain white table, photorealistic. The smooth circular rim and dark liquid fill the entire view, with subtle reflections and shadows.",wine_124.png,1.0
126,54,2,2,2,top,fully ambiguous,"A completely full glass of red wine, filled precisely to the brim with no empty space, seen from a straight-down top view on a plain white table, photorealistic. The smooth circular rim and the dark reflective surface of the wine are sharply in focus, with natural lighting emphasizing the rich color and subtle reflections.",wine_125.png,1.0
127,57,2,2,2,bottom,clear,"A clear, photorealistic close-up of a standard wine glass filled completely to the brim with deep red wine, with the surface of the liquid perfectly level and almost overflowing. The glass is centered against a simple, softly lit neutral background, with sharp focus on the rim to emphasize that the wine reaches exactly to the top edge.",wine_126.png,1.0
128,47,2,2,2,bottom,partially ambiguous,"A clear, photorealistic close-up of a standard transparent wine glass filled completely to the brim with deep red wine, no empty space visible at the top. The camera is positioned slightly below the glass looking upward, emphasizing the full liquid edge against a softly blurred neutral background.",wine_127.png,0.999997079372406
129,53,2,2,2,bottom,fully ambiguous,"A clear, photorealistic close-up of a standard wine glass filled completely to the brim with deep red wine, with the camera positioned slightly below the glass looking upward so the surface tension of the liquid is visible. The background is softly blurred and neutral, emphasizing the full-to-the-top wine glass as the main subject.",wine_128.png,0.9999988675117493
130,43,2,2,2,side,clear,"A photorealistic side-view of a clear wine glass filled completely to the brim with deep red wine, with the liquid perfectly level and no empty space at the top. The glass stands on a simple reflective surface against a softly blurred neutral background.",wine_129.png,0.01098698377609253
131,48,2,2,2,side,partially ambiguous,"A photorealistic side view of a clear wine glass filled completely to the brim with deep red wine, with the liquid perfectly level and no empty space at the top. The simple glass sits on a plain neutral surface with soft, even lighting emphasizing the full-to-the-brim red wine.",wine_130.png,1.0
132,50,2,2,2,side,fully ambiguous,"A photorealistic side-view of a clear wine glass filled completely to the brim with deep red wine, with the liquid perfectly level and no empty space at the top. The simple glass sits on a plain neutral surface with soft, even lighting and a sharp focus on the full-to-the-brim wine.",wine_131.png,0.9999416470527649
133,56,2,2,3,none,clear,"A photorealistic close-up of a clear wine glass filled completely to the brim with deep red wine, with the liquid level perfectly flush with the rim and a few tiny surface reflections. The background is softly blurred, and the lighting highlights the rich red color, the transparent glass, and the smooth, full surface of the wine.",wine_132.png,0.9999898076057434
134,56,2,2,3,none,partially ambiguous,"A clear, photorealistic close-up of a standard wine glass filled completely to the brim with deep red wine, with the liquid perfectly level and no empty space at the top. The glass stands alone on a neutral surface under soft lighting, with realistic reflections and subtle shadows emphasizing that the wine reaches exactly to the rim.",wine_133.png,1.0
135,53,2,2,3,none,fully ambiguous,"A photorealistic close-up of a clear wine glass completely full to the brim with deep red wine, with the liquid surface perfectly level and almost overflowing. The glass, stem, and base are all visible against a simple neutral background, with realistic reflections and lighting emphasizing that the wine reaches exactly to the rim.",wine_134.png,1.0
136,56,2,2,3,top,clear,"A crystal-clear glass of red wine filled completely to the brim, deep ruby in color, viewed directly from above on a plain white table under soft natural light, photorealistic. The surface tension of the wine forms a subtle convex meniscus, with sharp focus on the circular rim and faint reflections hinting at a minimal, bright room.",wine_135.png,1.0
137,54,2,2,3,top,partially ambiguous,"A crystal-clear wine glass filled completely to the brim with deep red wine, no empty space visible at the top, captured from a straight-on angle against a softly lit neutral background in a photorealistic style. Tiny reflections and subtle highlights on the smooth glass surface emphasize the fullness and rich color of the wine.",wine_136.png,1.0
138,48,2,2,3,top,fully ambiguous,"A crystal-clear wine glass filled completely to the brim with deep red wine, no empty space visible at the top, viewed from directly above on a plain white table. Photorealistic, high-resolution image with sharp focus on the circular rim, the dark ruby liquid, and subtle reflections of light.",wine_137.png,0.9999976754188538
139,53,2,2,3,bottom,clear,"A crystal-clear, full-to-the-brim glass of deep red wine sits on a dark wooden table, viewed from a low angle near the base of the glass. In a photorealistic style, soft warm light reflects off the smooth surface of the wine and the glossy stem, with a blurred background suggesting an intimate indoor setting.",wine_138.png,0.9999545216560364
